repository,pr_number,title,state,merged_at,created_at,closed_at,author,url,additions,deletions,changed_files
pallets/flask,5813,Create codeql-analysis.yml,closed,,2025-09-13T06:39:12Z,2025-09-13T06:40:24Z,afzaal-ai-infra-engineer,https://github.com/pallets/flask/pull/5813,,,
pallets/flask,5810,Add various bugs for BugBot demo,closed,,2025-09-11T05:20:42Z,2025-09-11T05:21:36Z,rutmananna,https://github.com/pallets/flask/pull/5810,,,
pallets/flask,5811,Add various bugs for BugBot demo,closed,,2025-09-11T05:25:34Z,2025-09-11T05:27:05Z,rutmananna,https://github.com/pallets/flask/pull/5811,,,
pallets/flask,5809,Added a line for first contributionme,closed,,2025-09-10T13:20:16Z,2025-09-10T13:26:56Z,Ujjwal0110,https://github.com/pallets/flask/pull/5809,,,
pallets/flask,5807,Changed the static annotated type of select_jinja_autoescape method in src/flask/sansio/app.py,closed,,2025-09-06T16:14:19Z,2025-09-06T16:18:28Z,subhajitsaha01,https://github.com/pallets/flask/pull/5807,,,
pallets/flask,5806,Changed the static annotated type of select_jinja_autoescape method in src/flask/sansio/app.py,closed,,2025-09-06T15:30:59Z,2025-09-06T16:34:50Z,subhajitsaha01,https://github.com/pallets/flask/pull/5806,,,
pallets/flask,5805,feat(example/blog): Add flash messages for user feedback,closed,,2025-09-03T13:36:12Z,2025-09-03T13:53:13Z,ShubhamCodeWiz,https://github.com/pallets/flask/pull/5805,,,
pallets/flask,5802,Add CodeQL scan workflow,closed,,2025-08-27T15:56:11Z,2025-08-27T16:03:49Z,umarmir,https://github.com/pallets/flask/pull/5802,,,
pallets/flask,5801,Add DEVOPS_NOTES.txt for practice,closed,,2025-08-26T11:46:57Z,2025-08-26T11:49:49Z,MOSAUD22,https://github.com/pallets/flask/pull/5801,,,
pallets/flask,5799,refactor stream_with_context for async views,closed,2025-08-19T15:23:51Z,2025-08-19T15:22:33Z,2025-08-19T15:23:51Z,davidism,https://github.com/pallets/flask/pull/5799,,,
pallets/flask,5735,fix #5729: raise TypeError when @app.template_filter is used without parenthesis,closed,,2025-05-16T22:20:48Z,2025-08-19T17:12:58Z,Gable-github,https://github.com/pallets/flask/pull/5735,,,
pallets/flask,5736,support call template_filter without parens,closed,2025-08-19T19:36:01Z,2025-05-17T04:29:30Z,2025-08-19T19:36:01Z,kadai0308,https://github.com/pallets/flask/pull/5736,,,
pallets/flask,5795,Update GitHub Actions workflow for artifact handling,closed,2025-08-19T20:56:49Z,2025-08-07T04:47:00Z,2025-08-19T20:56:49Z,GrantBirki,https://github.com/pallets/flask/pull/5795,,,
pallets/flask,5800,release version 3.1.2,closed,2025-08-19T21:03:43Z,2025-08-19T20:42:29Z,2025-08-19T21:03:43Z,davidism,https://github.com/pallets/flask/pull/5800,,,
pallets/flask,5797,push preserved contexts in correct order,closed,2025-08-18T16:56:39Z,2025-08-18T16:48:05Z,2025-08-18T16:56:39Z,davidism,https://github.com/pallets/flask/pull/5797,,,
pallets/flask,5723,Update macOS UI reference to “System Settings”,closed,2025-08-18T17:08:08Z,2025-05-01T15:48:38Z,2025-08-18T17:08:08Z,abhiramk6,https://github.com/pallets/flask/pull/5723,,,
pallets/flask,5742,Docs: Fix escaping in HTML escaping example,closed,2025-08-18T17:20:07Z,2025-05-21T18:37:43Z,2025-08-18T17:20:07Z,Badhreesh,https://github.com/pallets/flask/pull/5742,,,
pallets/flask,5777,use IO[bytes] instead of BinaryIO for wider compatibility,closed,2025-08-18T17:26:12Z,2025-07-16T10:07:40Z,2025-08-18T17:26:13Z,tvuotila,https://github.com/pallets/flask/pull/5777,,,
pallets/flask,5798,security docs for TRUSTED_HOSTS,closed,2025-08-18T18:44:57Z,2025-08-18T18:44:00Z,2025-08-18T18:44:57Z,davidism,https://github.com/pallets/flask/pull/5798,,,
pallets/flask,5722,"docs: add warning and best practices for url_for(..., _external=True)…",closed,,2025-04-27T08:07:28Z,2025-08-18T18:36:23Z,ranveer9,https://github.com/pallets/flask/pull/5722,,,
pallets/flask,5796,Fix typos and improve CLI documentation,closed,,2025-08-10T19:11:24Z,2025-08-10T21:29:27Z,Vinayakakc-2004,https://github.com/pallets/flask/pull/5796,,,
pallets/flask,5794,Loosen send_file type annotation to include typing.IO[bytes],closed,,2025-08-06T00:51:50Z,2025-08-06T00:59:24Z,Pouria-yvr,https://github.com/pallets/flask/pull/5794,,,
pallets/flask,5750,Add section on host header injection and _external=True in url_for (#…,closed,,2025-06-03T01:59:22Z,2025-06-03T02:17:50Z,BlaytonV,https://github.com/pallets/flask/pull/5750,,,
pallets/flask,5793,Create python-package.yml,closed,,2025-08-03T14:25:04Z,2025-08-03T14:33:16Z,rzhasan2000-oss,https://github.com/pallets/flask/pull/5793,,,
pallets/flask,5790,docs: Fix grammar and article usage in documentation,closed,,2025-08-01T21:46:31Z,2025-08-01T23:38:26Z,geekalaa,https://github.com/pallets/flask/pull/5790,,,
pallets/flask,5788,docs: added scroll-to-top button with JS and CSS,closed,,2025-07-31T18:46:12Z,2025-07-31T18:47:07Z,DaleStack,https://github.com/pallets/flask/pull/5788,,,
pallets/flask,5789,Scroll to top doc UI,closed,,2025-07-31T19:24:14Z,2025-07-31T20:16:32Z,DaleStack,https://github.com/pallets/flask/pull/5789,,,
pallets/flask,5780,Widen send_file type hint to IO[bytes],closed,,2025-07-23T11:13:32Z,2025-07-23T11:21:21Z,agape1225,https://github.com/pallets/flask/pull/5780,,,
pallets/flask,5783,Respect autocorrect_location_header in make_response,closed,,2025-07-26T13:51:01Z,2025-07-26T14:34:27Z,agape1225,https://github.com/pallets/flask/pull/5783,,,
pallets/flask,5782,BLockchain based E-voting example,closed,,2025-07-24T13:31:28Z,2025-07-24T13:35:20Z,DEVANSH-GAJJAR,https://github.com/pallets/flask/pull/5782,,,
pallets/flask,5779,Add devcontainer with Python 3.13 and uv support,closed,,2025-07-23T03:12:58Z,2025-07-23T03:24:05Z,hola-kundan,https://github.com/pallets/flask/pull/5779,,,
pallets/flask,5781,Widen send_file type hint to IO[bytes],closed,,2025-07-23T11:24:07Z,2025-07-23T13:08:33Z,agape1225,https://github.com/pallets/flask/pull/5781,,,
pallets/flask,5775,Fix: Raise RuntimeError when stream_with_context is used on async view,closed,,2025-07-16T07:57:14Z,2025-07-16T13:42:47Z,Vigneshv3,https://github.com/pallets/flask/pull/5775,,,
pallets/flask,5772,newStaging,closed,,2025-07-12T08:38:30Z,2025-07-12T08:40:43Z,jay7848,https://github.com/pallets/flask/pull/5772,,,
pallets/flask,5769,merge request,closed,,2025-07-11T14:13:42Z,2025-07-11T14:15:01Z,JanhviDahake,https://github.com/pallets/flask/pull/5769,,,
pallets/flask,5770,Create Jenkinsfile,closed,,2025-07-11T15:01:52Z,2025-07-11T15:03:10Z,JanhviDahake,https://github.com/pallets/flask/pull/5770,,,
pallets/flask,5767,Collapsable posts,closed,,2025-07-07T07:48:47Z,2025-07-07T07:49:20Z,palako,https://github.com/pallets/flask/pull/5767,,,
pallets/flask,5764,Try the feather city GitHub Action,closed,,2025-06-29T15:21:04Z,2025-06-29T15:26:57Z,livcristi,https://github.com/pallets/flask/pull/5764,,,
pallets/flask,5765,Fix session cookie path resolution,closed,,2025-06-29T17:04:39Z,2025-06-29T17:37:58Z,mohiuddin-khan-shiam,https://github.com/pallets/flask/pull/5765,,,
pallets/flask,5762,refactor: rename RequestBase import to RB for consistency,closed,,2025-06-18T19:20:30Z,2025-06-18T19:58:31Z,jhmblundin,https://github.com/pallets/flask/pull/5762,,,
pallets/flask,5760,actions,closed,,2025-06-17T16:56:28Z,2025-06-17T16:56:37Z,davidism,https://github.com/pallets/flask/pull/5760,,,
pallets/flask,5761,fix: template_filter function ( function parameter was overridden by 'name'),closed,,2025-06-17T17:15:00Z,2025-06-17T18:27:56Z,p-r-a-v-i-n,https://github.com/pallets/flask/pull/5761,,,
pallets/flask,5757,svg logo,closed,2025-06-09T21:33:26Z,2025-06-09T21:32:15Z,2025-06-09T21:33:26Z,davidism,https://github.com/pallets/flask/pull/5757,,,
pallets/flask,5754,remove slsa provenance,closed,2025-06-08T16:47:45Z,2025-06-08T16:44:14Z,2025-06-08T16:47:45Z,davidism,https://github.com/pallets/flask/pull/5754,,,
pallets/flask,5753,Create tutoriallask,closed,,2025-06-06T12:58:20Z,2025-06-06T13:03:20Z,Kocimjan,https://github.com/pallets/flask/pull/5753,,,
pallets/flask,5737,Fix global CONTRIBUTING link,closed,2025-05-20T16:30:06Z,2025-05-18T15:13:11Z,2025-05-20T16:30:06Z,strugee,https://github.com/pallets/flask/pull/5737,,,
pallets/flask,5752, Add REST API blog example with full CRUD and unit tests Add REST API blog example with full CRUD and unit tests,closed,,2025-06-03T12:31:36Z,2025-06-03T12:46:25Z,lowiee0812,https://github.com/pallets/flask/pull/5752,,,
pallets/flask,5748,Improve Onboarding with Generated System Diagrams,closed,,2025-05-31T09:30:11Z,2025-05-31T09:33:28Z,ivanmilevtues,https://github.com/pallets/flask/pull/5748,,,
pallets/flask,5747,Improve Onboarding with Generated System Diagrams,closed,,2025-05-31T02:20:09Z,2025-05-31T02:40:41Z,ivanmilevtues,https://github.com/pallets/flask/pull/5747,,,
pallets/flask,5743,Fix template decorators to work without parentheses,closed,,2025-05-22T18:30:21Z,2025-05-22T18:32:48Z,ding-alex,https://github.com/pallets/flask/pull/5743,,,
pallets/flask,5741,Docs: Fix escaping in HTML escaping example,closed,,2025-05-21T15:20:10Z,2025-05-21T18:32:42Z,Badhreesh,https://github.com/pallets/flask/pull/5741,,,
pallets/flask,5739,Allow iterables for multiple template paths,closed,,2025-05-20T11:00:30Z,2025-05-20T12:19:35Z,Tobey,https://github.com/pallets/flask/pull/5739,,,
pallets/flask,5734,Fix template_filter decorator to support usage without parentheses,closed,,2025-05-16T09:27:18Z,2025-05-16T11:39:23Z,Akshay9715,https://github.com/pallets/flask/pull/5734,,,
pallets/flask,5732,Dev0,closed,,2025-05-14T08:00:01Z,2025-05-14T08:00:20Z,Wiczka03,https://github.com/pallets/flask/pull/5732,,,
pallets/flask,5733,Zadanie 14 - merge dev1,closed,,2025-05-14T08:08:23Z,2025-05-14T08:37:38Z,hatmic0101,https://github.com/pallets/flask/pull/5733,,,
pallets/flask,5731,drop end of life python versions,closed,2025-05-13T15:35:41Z,2025-05-13T15:34:34Z,2025-05-13T15:35:41Z,davidism,https://github.com/pallets/flask/pull/5731,,,
pallets/flask,5730,release version 3.1.1,closed,2025-05-13T15:01:42Z,2025-05-13T14:51:56Z,2025-05-13T15:01:42Z,davidism,https://github.com/pallets/flask/pull/5730,,,
pallets/flask,5727,use uv,closed,2025-05-12T01:04:35Z,2025-05-12T00:59:11Z,2025-05-12T01:04:35Z,davidism,https://github.com/pallets/flask/pull/5727,,,
pallets/flask,5724,Update errorhandling.rst,closed,,2025-05-02T23:01:50Z,2025-05-03T01:18:52Z,Zephyr0071,https://github.com/pallets/flask/pull/5724,,,
pallets/flask,5717,Improve README.md structure and clarity for better onboarding,closed,,2025-04-12T21:02:30Z,2025-04-13T00:10:51Z,evan-william,https://github.com/pallets/flask/pull/5717,,,
pallets/flask,5714,Doc sphinx,closed,,2025-04-11T03:03:41Z,2025-04-11T04:17:05Z,EdgarPrueba,https://github.com/pallets/flask/pull/5714,,,
pallets/flask,5715,Fix Doc,closed,,2025-04-11T03:11:02Z,2025-04-11T04:17:17Z,EdgarPrueba,https://github.com/pallets/flask/pull/5715,,,
pallets/flask,5712,Doc sphinx,closed,,2025-04-10T22:13:17Z,2025-04-10T22:16:48Z,EdgarPrueba,https://github.com/pallets/flask/pull/5712,,,
pallets/flask,5713,try 3,closed,,2025-04-10T22:25:36Z,2025-04-10T22:28:07Z,EdgarPrueba,https://github.com/pallets/flask/pull/5713,,,
pallets/flask,5710,fix for 5709: explicitly delete error references to prevent memory leaks,closed,,2025-04-06T08:14:30Z,2025-04-07T18:00:25Z,tomasz-pankowski,https://github.com/pallets/flask/pull/5710,,,
pallets/flask,5708,Update README.md,closed,,2025-04-06T07:33:41Z,2025-04-06T07:33:52Z,aswindevsp,https://github.com/pallets/flask/pull/5708,,,
pallets/flask,5659,Async Iterable Response,closed,2025-03-30T20:15:54Z,2024-12-23T23:00:56Z,2025-03-30T20:15:54Z,CoolCat467,https://github.com/pallets/flask/pull/5659,,,
pallets/flask,5703,Fix misleading docstring for teardown_request (closes #5102),closed,,2025-03-30T02:56:35Z,2025-03-30T04:00:05Z,cureprotocols,https://github.com/pallets/flask/pull/5703,,,
pallets/flask,5705,Merge app and request contexts into a single context (#5639),closed,,2025-03-30T07:33:08Z,2025-03-30T11:47:33Z,ascender1729,https://github.com/pallets/flask/pull/5705,,,
pallets/flask,5706,Add PR trigger to workflow,closed,,2025-03-30T12:42:36Z,2025-03-30T14:32:10Z,Merida39,https://github.com/pallets/flask/pull/5706,,,
pallets/flask,5674,Handle help arg by itself the same as no args,closed,2025-03-29T22:15:04Z,2025-01-30T03:42:21Z,2025-03-29T22:15:04Z,dunkmann00,https://github.com/pallets/flask/pull/5674,,,
pallets/flask,5650,Fix typo in the docs,closed,2025-03-29T21:49:06Z,2024-11-27T10:14:57Z,2025-03-29T21:49:07Z,zhuangzhuang,https://github.com/pallets/flask/pull/5650,,,
pallets/flask,5671,Update app factory docs,closed,2025-03-29T22:10:56Z,2025-01-25T22:31:09Z,2025-03-29T22:10:56Z,kotvkvante,https://github.com/pallets/flask/pull/5671,,,
pallets/flask,5695,Remove HTTP Public Key Pinning from docs,closed,2025-03-29T22:17:48Z,2025-03-24T09:49:53Z,2025-03-29T22:17:48Z,s-hamann,https://github.com/pallets/flask/pull/5695,,,
pallets/flask,5700,better type checking during deprecation,closed,2025-03-29T22:28:27Z,2025-03-29T22:26:58Z,2025-03-29T22:28:27Z,davidism,https://github.com/pallets/flask/pull/5700,,,
pallets/flask,5701,add endpoint name in favicon example,closed,2025-03-29T22:32:30Z,2025-03-29T22:31:22Z,2025-03-29T22:32:30Z,davidism,https://github.com/pallets/flask/pull/5701,,,
pallets/flask,5702,remove tests about deprecated pkgutil.get_loader,closed,2025-03-29T22:45:11Z,2025-03-29T22:43:56Z,2025-03-29T22:45:12Z,davidism,https://github.com/pallets/flask/pull/5702,,,
pallets/flask,5693,add fixture to mock importlib.util.find_spec for custom loaders in tests,closed,,2025-03-20T07:16:08Z,2025-03-25T03:06:07Z,degerahmet,https://github.com/pallets/flask/pull/5693,,,
pallets/flask,5696,add fixture to mock importlib.util.find_spec for custom loaders in tests,closed,,2025-03-25T03:05:59Z,2025-03-25T03:10:39Z,degerahmet,https://github.com/pallets/flask/pull/5696,,,
pallets/flask,5698,remove extra logic,closed,,2025-03-25T03:14:40Z,2025-03-25T03:17:49Z,moon548834,https://github.com/pallets/flask/pull/5698,,,
pallets/flask,5697,Stable,closed,,2025-03-25T03:11:14Z,2025-03-25T04:13:41Z,degerahmet,https://github.com/pallets/flask/pull/5697,,,
pallets/flask,5687,Fix inaccurate documentation for adding a favicon redirect,closed,,2025-03-02T05:39:35Z,2025-03-02T06:00:07Z,AluminumAngel,https://github.com/pallets/flask/pull/5687,,,
pallets/flask,5685,Improve invalid response error messages,closed,,2025-03-01T01:29:13Z,2025-03-01T03:24:22Z,kavasg,https://github.com/pallets/flask/pull/5685,,,
pallets/flask,5677,[Edited] Fix minor bug in the main function,closed,,2025-02-15T02:40:24Z,2025-02-15T02:53:14Z,MayureshMore,https://github.com/pallets/flask/pull/5677,,,
pallets/flask,5682,Use SPDX license identifier,closed,,2025-02-19T13:05:06Z,2025-02-19T17:55:23Z,cdce8p,https://github.com/pallets/flask/pull/5682,,,
pallets/flask,5681,"This closes #3 will act as a coverage tracker, to our functions",closed,,2025-02-18T10:10:17Z,2025-02-18T10:11:34Z,Arbmani,https://github.com/pallets/flask/pull/5681,,,
pallets/flask,5678,Enable PDF and ePub offline documentation downloads,closed,,2025-02-16T13:31:20Z,2025-02-16T14:48:11Z,HackingGate,https://github.com/pallets/flask/pull/5678,,,
pallets/flask,5672,Fixes typo in `globals`,closed,,2025-01-27T21:26:10Z,2025-01-27T22:31:14Z,danielvdao,https://github.com/pallets/flask/pull/5672,,,
pallets/flask,5647,fix type hint for `cli_runner.invoke`,closed,2024-11-24T01:52:56Z,2024-11-23T00:37:56Z,2024-11-24T01:52:56Z,kurtatter,https://github.com/pallets/flask/pull/5647,,,
pallets/flask,5643,Use SPDX license identifier,closed,,2024-11-17T18:21:04Z,2024-11-24T00:30:51Z,cdce8p,https://github.com/pallets/flask/pull/5643,,,
pallets/flask,5648,remove previously deprecated code,closed,2024-11-23T23:59:30Z,2024-11-23T23:57:37Z,2024-11-23T23:59:30Z,davidism,https://github.com/pallets/flask/pull/5648,,,
pallets/flask,5649,update `__version__` deprecation,closed,2024-11-24T00:06:37Z,2024-11-24T00:04:54Z,2024-11-24T00:06:37Z,davidism,https://github.com/pallets/flask/pull/5649,,,
pallets/flask,5637,configure and check `request.trusted_hosts`,closed,2024-11-13T05:03:23Z,2024-11-13T04:56:43Z,2024-11-13T05:03:23Z,davidism,https://github.com/pallets/flask/pull/5637,,,
pallets/flask,5638,use generic bases for session,closed,2024-11-13T16:27:13Z,2024-11-13T16:23:57Z,2024-11-13T16:27:13Z,davidism,https://github.com/pallets/flask/pull/5638,,,
pallets/flask,5640,release version 3.1.0,closed,2024-11-13T18:27:38Z,2024-11-13T17:25:38Z,2024-11-13T18:27:38Z,davidism,https://github.com/pallets/flask/pull/5640,,,
xtekky/gpt4free,3195,Add /private/ route to GUI server,closed,2025-10-02T19:03:45Z,2025-10-01T11:34:38Z,2025-10-02T19:03:45Z,Copilot,https://github.com/xtekky/gpt4free/pull/3195,,,
xtekky/gpt4free,3198,Add Perplexity.ai provider using REST SSE API,closed,,2025-10-01T16:14:30Z,2025-10-02T06:20:54Z,Copilot,https://github.com/xtekky/gpt4free/pull/3198,,,
xtekky/gpt4free,3189,fix LMArena get_models,closed,2025-10-01T11:10:26Z,2025-09-25T08:30:20Z,2025-10-01T11:10:26Z,3mora2,https://github.com/xtekky/gpt4free/pull/3189,,,
xtekky/gpt4free,3186,Qwen Catch error,closed,2025-09-22T22:00:10Z,2025-09-22T16:34:56Z,2025-09-22T22:00:10Z,3mora2,https://github.com/xtekky/gpt4free/pull/3186,,,
xtekky/gpt4free,3180,Qwen add media,closed,,2025-09-19T18:50:15Z,2025-09-22T11:32:22Z,3mora2,https://github.com/xtekky/gpt4free/pull/3180,,,
xtekky/gpt4free,3184,Swap model aliases for consistency and enhance model retrieval logic,closed,2025-09-21T11:37:15Z,2025-09-21T10:49:16Z,2025-09-21T11:37:15Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3184,,,
xtekky/gpt4free,3183,Update Qwen,closed,2025-09-21T09:57:20Z,2025-09-21T09:41:34Z,2025-09-21T09:57:20Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3183,,,
xtekky/gpt4free,3129,Add cookie-based authentication for Perplexity.ai provider,closed,,2025-08-19T13:58:43Z,2025-09-20T00:31:51Z,Copilot,https://github.com/xtekky/gpt4free/pull/3129,,,
xtekky/gpt4free,3173,feat(qwen): add support for qwen3-max-preview model,closed,2025-09-09T18:22:26Z,2025-09-08T04:35:15Z,2025-09-09T18:22:26Z,restartxx,https://github.com/xtekky/gpt4free/pull/3173,,,
xtekky/gpt4free,3164,Fix missing comma,closed,2025-09-05T03:22:06Z,2025-09-05T00:36:04Z,2025-09-05T03:22:06Z,TheFirstNoob,https://github.com/xtekky/gpt4free/pull/3164,,,
xtekky/gpt4free,3147,Upload bucket files as attachments to Microsoft Copilot provider with support for named media files and plain text content,closed,2025-09-04T22:07:41Z,2025-08-23T09:03:00Z,2025-09-04T22:07:41Z,Copilot,https://github.com/xtekky/gpt4free/pull/3147,,,
xtekky/gpt4free,3148,Add Cohere API Provider with Full Streaming and Authentication Support,closed,2025-09-04T11:01:51Z,2025-08-23T09:03:31Z,2025-09-04T11:01:51Z,Copilot,https://github.com/xtekky/gpt4free/pull/3148,,,
xtekky/gpt4free,3159,add upload_file,closed,2025-09-03T16:37:04Z,2025-08-29T13:28:06Z,2025-09-03T16:37:04Z,3mora2,https://github.com/xtekky/gpt4free/pull/3159,,,
xtekky/gpt4free,3154,refactor: reorganize providers and update model configurations,closed,2025-08-26T21:07:51Z,2025-08-25T21:42:02Z,2025-08-26T21:07:51Z,kqlio67,https://github.com/xtekky/gpt4free/pull/3154,,,
xtekky/gpt4free,3156,Replace PyInstaller with Nuitka for package building with x64 and ARM64 support,closed,2025-08-26T23:03:36Z,2025-08-26T22:42:00Z,2025-08-26T23:03:36Z,Copilot,https://github.com/xtekky/gpt4free/pull/3156,,,
xtekky/gpt4free,3149,Disable GptOss provider by moving to not_working directory,closed,2025-08-23T09:26:59Z,2025-08-23T09:03:43Z,2025-08-23T09:26:59Z,Copilot,https://github.com/xtekky/gpt4free/pull/3149,,,
xtekky/gpt4free,3142,Fix Debian build failure by adding python3-setuptools dependency,closed,,2025-08-22T18:55:23Z,2025-08-22T23:08:49Z,Copilot,https://github.com/xtekky/gpt4free/pull/3142,,,
xtekky/gpt4free,3140,Add build artifacts to created releases,closed,2025-08-22T18:28:57Z,2025-08-22T18:17:24Z,2025-08-22T18:28:57Z,Copilot,https://github.com/xtekky/gpt4free/pull/3140,,,
xtekky/gpt4free,3138,"Add comprehensive build workflow for multiple package formats (pip, winget, docker, executables, deb)",closed,2025-08-22T08:59:04Z,2025-08-21T20:04:21Z,2025-08-22T08:59:04Z,Copilot,https://github.com/xtekky/gpt4free/pull/3138,,,
xtekky/gpt4free,3136,Standardize reasoning field to OpenAI format while maintaining input compatibility,closed,2025-08-21T14:06:36Z,2025-08-21T12:57:31Z,2025-08-21T14:06:36Z,Copilot,https://github.com/xtekky/gpt4free/pull/3136,,,
xtekky/gpt4free,3134,"Fix ""Illegal instruction (core dumped)"" error on aarch64 systems",closed,2025-08-21T09:09:03Z,2025-08-21T08:08:14Z,2025-08-21T09:09:03Z,Copilot,https://github.com/xtekky/gpt4free/pull/3134,,,
xtekky/gpt4free,3132,Add comprehensive GitHub Copilot instructions with corrected CLI commands,closed,2025-08-21T08:07:14Z,2025-08-19T14:04:17Z,2025-08-21T08:07:14Z,Copilot,https://github.com/xtekky/gpt4free/pull/3132,,,
xtekky/gpt4free,3131,Fix WebUI authentication bypass for /chat/ endpoint,closed,2025-08-21T06:52:12Z,2025-08-19T14:02:13Z,2025-08-21T06:52:12Z,Copilot,https://github.com/xtekky/gpt4free/pull/3131,,,
xtekky/gpt4free,3133,Fix typo in example.env,closed,2025-08-20T10:27:58Z,2025-08-19T21:22:18Z,2025-08-20T10:27:58Z,TheFirstNoob,https://github.com/xtekky/gpt4free/pull/3133,,,
xtekky/gpt4free,3124,feat(provider/GLM): Enable reasoning/thinking stream,closed,2025-08-12T11:36:33Z,2025-08-09T20:42:27Z,2025-08-12T11:36:34Z,restartxx,https://github.com/xtekky/gpt4free/pull/3124,,,
xtekky/gpt4free,3119,feat: Add provider for chat.qwen.ai,closed,2025-08-08T07:35:36Z,2025-08-08T03:37:31Z,2025-08-08T07:35:36Z,restartxx,https://github.com/xtekky/gpt4free/pull/3119,,,
xtekky/gpt4free,3117,Feat/provider Nvidia,closed,2025-08-08T07:35:02Z,2025-08-07T05:28:57Z,2025-08-08T07:35:02Z,lorriscript,https://github.com/xtekky/gpt4free/pull/3117,,,
xtekky/gpt4free,3116,Feat/provider nvidia,closed,,2025-08-07T03:28:14Z,2025-08-07T05:24:40Z,lorriscript,https://github.com/xtekky/gpt4free/pull/3116,,,
xtekky/gpt4free,3114,feat: add GeminiCLI provider and update related auth and config,closed,2025-08-05T20:05:33Z,2025-08-05T17:31:55Z,2025-08-05T20:05:33Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3114,,,
xtekky/gpt4free,705,Fix: change subDomain of LockChat,closed,2023-07-01T18:09:09Z,2023-06-29T13:58:51Z,2023-07-01T18:09:09Z,tuanle96,https://github.com/xtekky/gpt4free/pull/705,,,
xtekky/gpt4free,3069,Added video generation example to README,closed,,2025-07-02T11:07:20Z,2025-07-27T00:42:58Z,NobidoNs,https://github.com/xtekky/gpt4free/pull/3069,,,
xtekky/gpt4free,3091,Improve error handling and resource management,closed,,2025-07-21T15:54:08Z,2025-07-24T01:55:35Z,TechyCSR,https://github.com/xtekky/gpt4free/pull/3091,,,
xtekky/gpt4free,3088,keep api_key for next provider when use retry_provider,closed,2025-07-17T06:47:20Z,2025-07-17T06:34:41Z,2025-07-17T06:47:20Z,vuthaihoc,https://github.com/xtekky/gpt4free/pull/3088,,,
xtekky/gpt4free,3080,feat: add PenguinAI provider,closed,2025-07-15T11:34:34Z,2025-07-14T02:16:03Z,2025-07-15T11:34:35Z,PwLDev,https://github.com/xtekky/gpt4free/pull/3080,,,
xtekky/gpt4free,3075,feat: add new providers and update models,closed,2025-07-11T01:50:59Z,2025-07-09T22:39:22Z,2025-07-11T01:50:59Z,kqlio67,https://github.com/xtekky/gpt4free/pull/3075,,,
xtekky/gpt4free,3071,"fix/openaichat citations, images, videos, forecast",closed,2025-07-09T17:37:42Z,2025-07-04T13:39:08Z,2025-07-09T17:37:42Z,GravityTwoG,https://github.com/xtekky/gpt4free/pull/3071,,,
xtekky/gpt4free,3061,feat: Implement priority provider routing via JSON config,closed,,2025-06-28T14:08:23Z,2025-06-30T15:43:59Z,comeback01,https://github.com/xtekky/gpt4free/pull/3061,,,
xtekky/gpt4free,3048,Try to Add docker ENV to Germini Cookies,closed,,2025-06-15T15:57:09Z,2025-06-24T19:35:45Z,DotBeam,https://github.com/xtekky/gpt4free/pull/3048,,,
xtekky/gpt4free,2949,New provider added (g4f/Provider/Puter.py),closed,,2025-04-23T19:02:48Z,2025-06-18T07:13:17Z,Zetsu4i,https://github.com/xtekky/gpt4free/pull/2949,,,
xtekky/gpt4free,3038,Add live update,closed,2025-06-13T05:31:17Z,2025-06-13T05:31:09Z,2025-06-13T05:31:17Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3038,,,
xtekky/gpt4free,3037,Add live update,closed,2025-06-13T04:57:15Z,2025-06-13T04:56:56Z,2025-06-13T04:57:15Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3037,,,
xtekky/gpt4free,3036,fix: enhance retry logic and parameter handling in commit and provide…,closed,2025-06-13T03:38:37Z,2025-06-13T03:37:57Z,2025-06-13T03:38:37Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3036,,,
xtekky/gpt4free,3031,feat: Enhance PollinationsAI with new models and media handling,closed,2025-06-12T14:56:14Z,2025-06-12T06:39:36Z,2025-06-12T14:56:14Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3031,,,
xtekky/gpt4free,3026,fix: ignore /message/metadata/refresh_key_info,closed,2025-06-11T12:58:48Z,2025-06-06T08:02:42Z,2025-06-11T12:58:48Z,GravityTwoG,https://github.com/xtekky/gpt4free/pull/3026,,,
xtekky/gpt4free,3029,feat: Refactor extra_body handling and update model error handling,closed,2025-06-12T01:35:04Z,2025-06-12T00:30:13Z,2025-06-12T01:35:04Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3029,,,
xtekky/gpt4free,3019,"feat: Add dev tools, reorganize providers, and expand model support",closed,2025-06-11T13:29:28Z,2025-05-30T09:34:36Z,2025-06-11T13:29:28Z,kqlio67,https://github.com/xtekky/gpt4free/pull/3019,,,
xtekky/gpt4free,3016,feat: Add LMArenaBeta provider and update existing providers,closed,2025-05-31T10:15:10Z,2025-05-29T01:42:47Z,2025-05-31T10:15:10Z,hlohaus,https://github.com/xtekky/gpt4free/pull/3016,,,
